Date,TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4,x_val,x_val_lin,x_mcp,x_mcp_lin,v1_shift,v3_shift,y_val,y_val_lin,y_mcp,y_mcp_lin,v4_shift,v2_shift
2024-01-26 05:12:23.993125+00:00,1957.999,True,1.064,1.098,1.137,1.128,0.997,1.062,35.564,40.656,0.004,1.137,0.493,0.604,-5.544,3.118,1.128,1.098
2024-01-26 05:12:25.000725+00:00,1958.999,True,1.064,1.098,1.137,1.128,0.997,1.061,35.55,40.642,0.004,1.137,0.493,0.604,-5.546,3.114,1.128,1.098
2024-01-26 05:12:25.992800+00:00,1959.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.564,40.657,0.004,1.137,0.493,0.604,-5.54,3.122,1.127,1.098
2024-01-26 05:12:27.000400+00:00,1960.999,True,1.064,1.098,1.137,1.128,0.997,1.061,35.55,40.642,0.004,1.137,0.493,0.604,-5.547,3.113,1.128,1.098
2024-01-26 05:12:27.992475+00:00,1961.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.574,40.665,0.004,1.137,0.493,0.604,-5.546,3.117,1.127,1.098
2024-01-26 05:12:29.000325+00:00,1962.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.564,40.656,0.004,1.137,0.493,0.604,-5.545,3.117,1.127,1.098
2024-01-26 05:12:29.992125+00:00,1963.999,True,1.064,1.098,1.137,1.128,0.997,1.062,35.559,40.652,0.004,1.137,0.493,0.604,-5.542,3.119,1.128,1.098
2024-01-26 05:12:30.999950+00:00,1964.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.569,40.661,0.004,1.137,0.493,0.604,-5.542,3.12,1.127,1.098
2024-01-26 05:12:31.991850+00:00,1965.999,True,1.063,1.098,1.137,1.128,0.997,1.062,35.578,40.67,0.003,1.137,0.493,0.604,-5.546,3.117,1.128,1.098
2024-01-26 05:12:32.999575+00:00,1966.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.583,40.675,0.003,1.137,0.493,0.604,-5.54,3.124,1.127,1.098
2024-01-26 05:12:33.991475+00:00,1967.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.573,40.666,0.004,1.137,0.493,0.604,-5.542,3.121,1.127,1.098
2024-01-26 05:12:34.999350+00:00,1968.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.564,40.656,0.004,1.137,0.493,0.604,-5.544,3.118,1.127,1.098
2024-01-26 05:12:35.991175+00:00,1969.999,True,1.064,1.098,1.137,1.128,0.997,1.062,35.573,40.665,0.004,1.137,0.493,0.604,-5.545,3.118,1.128,1.098
2024-01-26 05:12:36.999025+00:00,1970.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.569,40.661,0.004,1.137,0.493,0.604,-5.542,3.12,1.127,1.098
2024-01-26 05:12:37.990825+00:00,1971.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.573,40.666,0.004,1.137,0.493,0.604,-5.542,3.121,1.127,1.098
2024-01-26 05:12:38.998675+00:00,1972.999,True,1.064,1.098,1.137,1.128,0.997,1.062,35.564,40.656,0.004,1.137,0.493,0.604,-5.545,3.117,1.128,1.098
2024-01-26 05:12:39.990475+00:00,1973.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.573,40.666,0.004,1.137,0.493,0.604,-5.541,3.122,1.127,1.098
